Author,File,WordsByAuthorByFile
Falk Sippach,5214_2.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
Falk Sippach,Styles.java,"[[""MERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\n""]]"
Gerd Aschemann,ConferenceDetailResource.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Christofer Dutz,3.jpg,"[["""",""UPDATED"",""LANGUAGE"",""CONTAIN"",""WHAT"",""WAS"",""ID"",""PREVIOUSLY"",""NEW"",""FIELD"",""CODE"",""USE"",""NUMERIC"",""ID"",""NOW"",""ON.\n"",""UPDATED"",""RESOURCESERVICE"",""STRUCTURE"",""IMAGE"",""RESOURCES"",""DIFFERENTLY"",""SO"",""S"",""POSSIBLE"",""USE"",""DIFFERENT"",""IMAGES"",""EACH"",""CONFERENCE.\n"",""IMPLEMENTED"",""FLEX"",""RESOURCESERVICE"",""THAT"",""LOADS"",""CACHES"",""IMAGE"",""RESOURCES"",""LOCATION"",""LANGUAGES"",""STREAMS\n"",""IMPLEMENTED"",""WORKING"",""JAVA"",""RESOURCESERVICE"",""WHICH"",""PROVIDES"",""IMAGE"",""RESOURCES"",""BY"",""SCANNING"",""WAR"",""CONTENT\n"",""ADDED"",""IMAGE"",""RESOURCES"",""STREAMS"",""LANGUAGES.\n\nTHE"",""SERVER"",""SIDE"",""INTERMEDIATE"",""SOLUTION"",""UNTIL"",""GENERIC"",""WAY"",""HANDLE"",""PERSISTENCE"",""IMAGE"",""DATA"",""STORED"",""DB"",""WHATSOEVER"",""\n"",""UPDATED"",""DIRECTORIES"",""EXTERNAL"",""IDS"",""ADDED"",""IMAGE"",""RESOURCES"",""JAVALAND"",""2017\n"",""UPDATED"",""DIRECTORIES"",""EXTERNAL"",""IDS"",""ADDED"",""IMAGE"",""RESOURCES"",""JAVALAND"",""2017\n""]]"
Alexander Schwartz,package-info.java,"[[""PROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN\nPROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN\nPROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
DukeCon Jenkins,xvfb.sh,"[[""ENABLE"",""ERROR"",""LOGGING"",""XVFB"",""RUN\n""]]"
Dirk Mahler,5262_1.jpg,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Falk Sippach,KeycloakConfigService.groovy,"[[""MERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nREFACTORING"",""PACKAGE"",""STRUCTURE\n""]]"
Alexander Schwartz,AbstractPageTest.java,"[[""PROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Gerd Aschemann,5.jpg,"[[""MERGE"",""FEATURE/BLAZEDS"",""SERVER"",""DEVELOP\n""]]"
Dirk Mahler,pom.xml,"[[""UPGRADED"",""JQA"",""GIT"",""PLUGIN"",""1.2.0\nMIGRATED"",""JQA"",""1.3.0\nADDED"",""JQA"",""GIT"",""PLUGIN\nMERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\nMERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\nMERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\nMERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n"",""ADDED"",""JQA"",""GRAPHML"",""REPORT"",""CONFIG"",""POM.XML\n""]]"
Alexander Schwartz,V1__init.sql,"[[""MERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Gerd Aschemann,Event.java,"[[""MERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Dirk Mahler,HeiseMetaDataMapper.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Dirk Mahler,SchedJsonMapper.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Dirk Mahler,RawDataResources.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Dirk Mahler,javaland-2016-final-finished-conf.raw,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Alexander Schwartz,javaland-2015.raw,"[[""MERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Gerd Aschemann,banner.txt,"[[""MERGE"",""MASTER"",""HTTPS://GITHUB.COM/JUGDA/DUKECON"",""SERVER\n""]]"
Falk Sippach,HeiseLocationMapper.groovy,"[[""BIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS\n""]]"
Falk Sippach,TalkType.java,"[[""TALKS"",""REST"",""SERVICE"",""V2"",""META"",""DATA"",""REFERENCE\nREFACTORING"",""META"",""DATA"",""LOOKUP\nREMOVED"",""OBSOLETE"",""CODE"",""AFTER"",""REFACTORING"",""METADATA"",""LOOKUP\nREDESIGNED"",""INTERNAL"",""DATA"",""MODEL\nNEW"",""UPDATED"",""REST"",""SERVICES"",""CONFERENCE"",""METADATA"",""TALKS"",""V2"",""\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""METADATA\nCHANGED"",""I18N"",""MESSAGE"",""KEY"",""LANGUAGE"",""STRING\nMERGE"",""REQUEST"",""16"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""15"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""17"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""26"",""DUKECON/METADATA\n\nRENAMED"",""ROOM"",""LOCATIONMERGE"",""REQUEST"",""19"",""DUKECON/METADATA\n\nCHANGED"",""I18N"",""MESSAGE"",""KEY"",""LANGUAGE"",""STRING""]]"
"Aschemann, Gerd",javaland-2015.raw,"[[""READ"",""LOCAL"",""RAW"",""JSON"",""FILE"",""BY"",""DEFAULT\n""]]"
Niko Köbler,MetaData.java,"[[""ADD"",""CREATED"",""MODEL"",""BE"",""ABLE"",""GET"",""RID"",""GENERATED"",""STUFF"",""\n""]]"
Falk Sippach,WebResourceDataProvider.groovy,"[[""BIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS\nCALCULATED"",""NUMBEROFFAVOURITES\nINTERMEDIATE"",""STATE"",""REFACTORING"",""MULTITENANT"",""DATA"",""PROVIDER\nBIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS"",""ADDED"",""INITIAL"",""WEBRESOURCEDATAPROVIDER"",""CONFIGURED"",""BEANDEFINITIONREGISTRY"",""IT\n""]]"
Gerd Aschemann,ThenDetailPage.java,"[[""MERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\nMERGE"",""REQUEST"",""32"",""AHUS1/AHUS1"",""GUITEST\n\nPROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN""]]"
Alexander Schwartz,ContextRule.java,"[[""PROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Alexander Schwartz,README-selenium.md,"[[""PROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Falk Sippach,application.properties,"[[""REFACTORING"",""META"",""DATA"",""EXTRACTION\nCHANGED"",""2016"",""JAVALAND"",""INPUT"",""FILE\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""METADATA\nREST"",""SERVICE"",""USER"",""FILTERS"",""ADDED\nCALCULATING"",""PARTITION"",""EVENTS"",""CLOCK"",""SLICES"",""SERVER"",""SIDE"",""EVENT"",""SLICES"",""SLICEDEVENTS"",""AS"",""REST"",""SERVICE\nADDED"",""ICONS"",""METADATA\nREDESIGNED"",""CONFERENCESERVICE"",""ROOT"",""SUB"",""RESOURCE"",""REST/CONFERENCES"",""NOW"",""DELIVERS"",""OBJECT"",""PER"",""CONFERENCE\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nUNUSED"",""FLYWAY"",""CONFIG"",""PARAMS"",""REMOVED\nFINISHED"",""POSTGRESQL"",""CONFIGURATION\nRENAMING"",""COLUMNS"",""TABLES\nFLYWAY"",""CORRECTIONS\nMERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\nMERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\nREFACTORED"",""DIVIDE"",""BETWEEN"",""PROD"",""TEST"",""ENV"",""POSTGRESQL\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nSECURED"",""ADMIN"",""REST"",""INTERFACE\nCHANGED"",""FULLBOOKEDRESOURCE"",""ADMINRESOURCE"",""ADDED"",""EVENTBOOKINGRESOURCE\nREACTIVATED"",""INIT.JSON"",""DEVELOPMENT\nINTERMEDIATE"",""STATE"",""REFACTORING"",""MULTITENANT"",""DATA"",""PROVIDER\nMERGE"",""REQUEST"",""15"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""17"",""DUKECON/METADATA\n\nMETADATAINITIAL"",""SPRING"",""BOOT"",""SETUP\n""]]"
Alexander Schwartz,WhenStartPage.java,"[[""PROOF"",""CONCEPT"",""GUI"",""TESTING"",""JGIVEN"",""ARQUILLIAN\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\nMOVE"",""TESTING"",""FIREFOX"",""ADDING"",""FIRST"",""KEYCLOAK"",""TEST\n""]]"
Falk Sippach,WebResourceDataProviderHealthIndicator.groovy,"[[""BIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS"",""ADDED"",""INITIAL"",""WEBRESOURCEDATAPROVIDER"",""CONFIGURED"",""BEANDEFINITIONREGISTRY"",""IT\n""]]"
Gerd Aschemann,Conference.java,"[[""MERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Falk Sippach,index.adoc,"[[""ADDED"",""SWAGGER2MARKUP\n""]]"
Falk Sippach,TalkOld.java,"[[""REDESIGNED"",""INTERNAL"",""DATA"",""MODEL\nNEW"",""UPDATED"",""REST"",""SERVICES"",""CONFERENCE"",""METADATA"",""TALKS"",""V2"",""\nCHANGED"",""I18N"",""MESSAGE"",""KEY"",""LANGUAGE"",""STRING\nMERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\nMERGE"",""REQUEST"",""17"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""19"",""DUKECON/METADATA\n\nCHANGED"",""I18N"",""MESSAGE"",""KEY"",""LANGUAGE"",""STRING""]]"
Falk Sippach,javaland-2016.raw_community,"[[""BUGFIX"",""TALKS"",""WITHOUT"",""SPEAKER\nCONFERENCE"",""METADATA"",""CROSSLINKED\nNEW"",""TESTDATA"",""COMMUNITY"",""EVENTS\nMERGE"",""REQUEST"",""23"",""DUKECON/METADATA\n\nBUGFIX"",""TALKS"",""WITHOUT"",""SPEAKER"",""CONFERENCE"",""METADATA"",""CROSSLINKED"",""NEW"",""TESTDATA"",""COMMUNITY"",""EVENTSMERGED\n""]]"
Falk Sippach,MultipleRawDataResourcesTests.groovy,"[[""REFACTORING"",""RAW"",""DATA"",""RESOURCE"",""MANAGEMENT\nJAVALAND"",""SPEAKER"",""INFORMATION"",""ADDED\n""]]"
Falk Sippach,MetaData.java,"[[""TALKS"",""REST"",""SERVICE"",""V2"",""META"",""DATA"",""REFERENCE\nREFACTORING"",""META"",""DATA"",""LOOKUP\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""METADATA\nREMOVED"",""OBSOLETE"",""CODE"",""AFTER"",""REFACTORING"",""METADATA"",""LOOKUP\nREDESIGNED"",""INTERNAL"",""DATA"",""MODEL\nNEW"",""UPDATED"",""REST"",""SERVICES"",""CONFERENCE"",""METADATA"",""TALKS"",""V2"",""\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""METADATA\nMETADATA"",""EXTRACTION\nADDED"",""ICONS"",""METADATA\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\nRENAMED"",""TALKTYPE"",""EVENTTYPE\nRENAMED"",""ROOM"",""LOCATION\nBUGFIX"",""TALKS"",""WITHOUT"",""SPEAKER\nCONFERENCE"",""METADATA"",""CROSSLINKED\nNEW"",""TESTDATA"",""COMMUNITY"",""EVENTS\nMOVED"",""TRACKS"",""ROOMS"",""CONFERENCE"",""METADATA"",""KEEP"",""ALL"",""METADATA"",""AT"",""ONE"",""PLACE\nMERGE"",""REQUEST"",""16"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""15"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""17"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""26"",""DUKECON/METADATA\n\nRENAMED"",""ROOM"",""LOCATIONMERGE"",""REQUEST"",""23"",""DUKECON/METADATA\n\nBUGFIX"",""TALKS"",""WITHOUT"",""SPEAKER"",""CONFERENCE"",""METADATA"",""CROSSLINKED"",""NEW"",""TESTDATA"",""COMMUNITY"",""EVENTSMERGE"",""REQUEST"",""19"",""DUKECON/METADATA\n\nCHANGED"",""I18N"",""MESSAGE"",""KEY"",""LANGUAGE"",""STRINGMERGE"",""MASTER"",""HTTPS://GITHUB.COM/JUGDA/DUKECON"",""SERVER\nMERGED\n""]]"
Christofer Dutz,PreferencesRepository.groovy,"[["""",""EXTENDED"",""PREFERENCES"",""SERVICE"",""BY"",""METHODS"",""ADD"",""DELETE"",""ELEMENTS.\n""]]"
Falk Sippach,PreferencesServiceSpec.groovy,"[[""REDESIGNED"",""INTERNAL"",""DATA"",""MODEL\nNEW"",""UPDATED"",""REST"",""SERVICES"",""CONFERENCE"",""METADATA"",""TALKS"",""V2"",""\nMISSING"",""RENAMINGS"",""ROOM"",""TALK"",""FIXED\nMISSING"",""RENAMINGS"",""ROOM"",""TALK"",""FIXED\nRENAMED"",""TALK"",""EVENT\nREFACTORING"",""PACKAGE"",""STRUCTURE\nMERGE"",""REQUEST"",""17"",""DUKECON/METADATA\n\nMETADATAMERGE"",""REQUEST"",""26"",""DUKECON/METADATA\n\nRENAMED"",""ROOM"",""LOCATION""]]"
Falk Sippach,xvfb.sh,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Falk Sippach,README.md,"[[""REST"",""SERVICE"",""USER"",""FILTERS"",""ADDED\nH2"",""DATABASE"",""WEB"",""CONSOLE"",""INTEGRATED\nRENAMED"",""ROOM"",""LOCATION\nMERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\nREFACTORED"",""DIVIDE"",""BETWEEN"",""PROD"",""TEST"",""ENV"",""POSTGRESQL\nFIXED"",""DEPENDENCY"",""WARNINGS\nFIXED"",""TRAVIS"",""LINKMERGE"",""REQUEST"",""26"",""DUKECON/METADATA\n\nRENAMED"",""ROOM"",""LOCATION""]]"
Dirk Mahler,ConferencesConfigurationTests.groovy,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Alexander Schwartz,TalkOld.java,"[[""ADDING"",""HYSTRIX"",""AS"",""CIRCUIT"",""BREAKER"",""WHEN"",""CALLING"",""DOAG"",""STORING"",""LATEST"",""SUCCESSFUL"",""RESPONSE"",""DISK"",""CLEANUP"",""TALKOLD.\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Falk Sippach,HerbstcampusAudienceMapper.groovy,"[[""BIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS\nFINISHED"",""HERBSTCAMPUS"",""DATA"",""MAPPING\nMERGE"",""DEVELOP"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER"",""DEVELOP\n""]]"
Gerd Aschemann,JavalandDataExtractorSpec.groovy,"[[""MERGE"",""FEATURE/BLAZEDS"",""SERVER"",""DEVELOP\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\nFIXED"",""TEST:"",""DO"",""NOT"",""COMPARE"",""EXACT"",""NUMBER"",""SPEAKERS"",""\nFIXED"",""TEST:"",""DO"",""NOT"",""COMPARE"",""EXACT"",""NUMBER"",""SPEAKERS"",""\n""]]"
Dirk Mahler,twitterhandles.csv,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Gerd Aschemann,mvnw.cmd,"[[""MERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\nMERGE"",""REQUEST"",""33"",""AHUS1/DEVELOP\n\nADDING"",""MAVEN"",""WRAPPER"",""MAKE"",""ENABLE"",""BUILD"",""DUKECON"",""INFRA""]]"
Falk Sippach,ResourceWrapper.java,"[[""REFACTORING"",""RAW"",""DATA"",""RESOURCE"",""MANAGEMENT\n""]]"
Gerd Aschemann,JerseyConfig.java,"[[""FIX:"",""AVOID"",""HTTP://JIRA.CODEHAUS.ORG/BROWSE/GRECLIPSE"",""1677"",""\nADDED"",""KEYCLOAK"",""AS"",""AUTH"",""PROVIDER"",""NEW"",""/REST/PREFERENCES"",""\nADDED"",""HTML5"",""OVERLAY"",""CALL"",""REST"",""SERVICE\nMERGE"",""MASTER"",""HTTPS://GITHUB.COM/DUKECON/DUKECON"",""SERVER\nADDED"",""UNAUTHORIZED"",""ACCESS"",""SERVICE"",""TESTING"",""PURPOSES\nADDED"",""KEYCLOAK"",""CONFIGURATION"",""SERVICE\nMERGE"",""DEVELOP"",""CONFERENCE"",""ADAPTER"",""MULTITENANT\nMERGE"",""FEATURE/BLAZEDS"",""SERVER"",""DEVELOP\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\nMAKE"",""ANNA"",""HAPPY:"",""RENAME"",""NOAUTHPREFERENCESSERVICE"",""CORRECT"",""NAME\n""]]"
Alexander Schwartz,PreferencesRepository.groovy,"[[""MERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Gerd Aschemann,application-testdata.properties,"[[""ADDED"",""TESTDATA"",""SPRING"",""PROFILE\nMERGE"",""RELEASE/1.1"",""DEVELOP\nNO"",""SECRET"",""NECESSARY\nTESTDATA"",""ALSO"",""USES"",""LATEST/"",""KEYCLOAK\nNORMALIZED"",""ALL"",""SERVER.CONTEXTPATH"",""CONFERENCE.URL"",""DATA\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Falk Sippach,HeiseEventTypeMapper.groovy,"[[""BIG"",""REFACTORING"",""MULTITENANT"",""CONFERENCE"",""DATAPROVIDERS\n""]]"
Alexander Schwartz,javaland-2016.raw_community,"[[""MERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\n""]]"
Gerd Aschemann,HeiseLanguageMapper.groovy,"[[""MERGE"",""DEVELOP"",""CONFERENCE"",""ADAPTER"",""MULTITENANT\n""]]"
Dirk Mahler,.gitignore,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Falk Sippach,5222_1.jpg,"[[""REFACTORING"",""SPEAKER"",""IMAGE"",""SERVICE"",""ADDED"",""HERBSTCAMPUS"",""SPEAKER"",""IMAGES\n""]]"
Dirk Mahler,application-production.properties,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Falk Sippach,GivenStartPage.java,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Alexander Schwartz,README.md,"[[""ADDED"",""HEALTH"",""CHECK"",""SPRING"",""BOOT"",""STYLE\nMERGE"",""COMMIT"",""8C34C90A52FAACE5042DAE835142D281D4CACF07"",""DEVELOP\nALLOW"",""ADMINS"",""REFRESH"",""CACHE"",""BY"",""USING"",""SPECIAL"",""SECURED"",""URL"",""8\n""]]"
Dirk Mahler,3.jpg,"[[""MERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\nMERGE"",""REMOTE"",""TRACKING"",""UPSTREAM/DEVELOP"",""DEVELOP\n\n"",""CONFLICTS:\n"",""\tPOM.XML\n""]]"
Niko Köbler,Talk.java,"[[""ADD"",""CONSTRUCTORS"",""JSON"",""MAPPING"",""USAGE\nMOVED"",""MODEL"",""CLASSES"",""API"",""PACKAGE"",""INTRODUCE"",""PARENT"",""POM"",""STRUCTURE"",""GENERATE"",""SWAGGER.JSON"",""FILE"",""API"",""MODULE"",""TARGET"",""FOLDER\nRENAME"",""FIELD"",""TALK"",""ABSTRACT\n""]]"
Christofer Dutz,Resources.java,"[["""",""ADDED"",""RESSOURCE"",""CLASS"",""WRAP"",""RESOURCES"",""SENT"",""BACK"",""BY"",""SERVER"",""INSTEAD"",""RELYING"",""MAP"",""MAPS\n"",""MADE"",""FLEX"",""APPLICATION"",""USE"",""STYLES"",""SENT"",""SERVER"",""OK"","".."",""CURRENTLY"",""I"",""JUST"",""USE"",""DARK"",""STYLE"",""COLOR"",""TITLES"",""\n"",""MADE"",""RESOURCESERVICEIMPL"",""CONFERENCESERVICEIMPL"",""LITTLE"",""SAFER"",""AGAINST"",""NPES\n"",""ADDED"",""LOCATION"",""LOCATION"",""MAP"",""SPEAKER"",""IMAGES"",""RESOURCES"",""OBJECT\n""]]"
Christofer Dutz,Track.java,"[["""",""REMOVED"",""BI"",""DIRECTIONAL"",""PROPERTIES\n"",""MOVED"",""METADATA"",""PROPERTIES"",""BACK"",""CONFERENCE\n"",""FINE"",""TUNED"",""MODEL"",""CLASSES\n"",""FINE"",""TUNED"",""SERIALIZATION"",""SERIALIZE"",""JAVA"",""LOCALDATETIME"",""OBJECTS"",""AS"",""ACTIONSCRIPT"",""DATE"",""OBJECTS\n"",""MAJOR"",""REFACTORING\nADDED"",""CONFERENCE"",""PROPERTIES"",""ALMOST"",""ALL"",""MODEL"",""TYPES"",""FULL"",""MODEL"",""BOTH"",""RELATIONAL"",""DIRECTIONS\n""]]"
Gerd Aschemann,index.html,"[[""ADDED"",""VERSIONS"",""INDEX\nMERGE"",""REMOTE"",""TRACKING"",""ORIGIN/MASTER"",""DEVELOP\n""]]"
Falk Sippach,StartPageIT.java,"[[""CALCULATED"",""NUMBEROFFAVOURITES\n""]]"
Falk Sippach,mvnw,"[[""MERGE"",""DEVELOP"",""FEATURE/POSTGRES\n\nCONFLICTS:\n\tIMPL/SRC/MAIN/RESOURCES/APPLICATION.PROPERTIES\n""]]"
Christofer Dutz,7.jpg,"[["""",""UPDATED"",""LANGUAGE"",""CONTAIN"",""WHAT"",""WAS"",""ID"",""PREVIOUSLY"",""NEW"",""FIELD"",""CODE"",""USE"",""NUMERIC"",""ID"",""NOW"",""ON.\n"",""UPDATED"",""RESOURCESERVICE"",""STRUCTURE"",""IMAGE"",""RESOURCES"",""DIFFERENTLY"",""SO"",""S"",""POSSIBLE"",""USE"",""DIFFERENT"",""IMAGES"",""EACH"",""CONFERENCE.\n"",""IMPLEMENTED"",""FLEX"",""RESOURCESERVICE"",""THAT"",""LOADS"",""CACHES"",""IMAGE"",""RESOURCES"",""LOCATION"",""LANGUAGES"",""STREAMS\n"",""IMPLEMENTED"",""WORKING"",""JAVA"",""RESOURCESERVICE"",""WHICH"",""PROVIDES"",""IMAGE"",""RESOURCES"",""BY"",""SCANNING"",""WAR"",""CONTENT\n"",""ADDED"",""IMAGE"",""RESOURCES"",""STREAMS"",""LANGUAGES.\n\nTHE"",""SERVER"",""SIDE"",""INTERMEDIATE"",""SOLUTION"",""UNTIL"",""GENERIC"",""WAY"",""HANDLE"",""PERSISTENCE"",""IMAGE"",""DATA"",""STORED"",""DB"",""WHATSOEVER"",""\n"",""UPDATED"",""DIRECTORIES"",""EXTERNAL"",""IDS"",""ADDED"",""IMAGE"",""RESOURCES"",""JAVALAND"",""2017\n"",""UPDATED"",""DIRECTORIES"",""EXTERNAL"",""IDS"",""ADDED"",""IMAGE"",""RESOURCES"",""JAVALAND"",""2017\n""]]"
